,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
914,christopher j leininger,university of illinois,,,1996,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,443,FALSE
915,charles reichhardt,los alamos national laboratory,8810,51,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
916,brigitte servatius,worcester polytechnic institute,,,,B Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
917,vladimir chernov,dartmouth college,1546,18,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,152,FALSE
918,ilia binder,university of toronto,300,10,1997,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
919,george pappas,michigan state university,1279,19,2001,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,960,FALSE
920,hugh howards,wake forest university,,,1997,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
921,rubä_ä__n a martä_ä__nez avendaä_ä__o,instituto tecnologico autonomo de mexico,358,8,,B Only,man,highered,international,moreri,mexico,professor,moresecure,math,mathstat,FALSE,,FALSE
922,richard bedient,hamilton college,,,1980,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
923,shelly harvey,rice university,575,13,2002,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,310,FALSE
924,alina stancu,concordia university,548,10,1996,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
925,michael yampolsky,university of toronto,1334,22,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
926,octav cornea,university of montreal,,,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
927,michael falk,northern arizona university,1142,18,1983,B Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
928,andrew dykstra,hamilton college,,,2007,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
929,robert redfield,centers for disease control and prevention,,,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
930,alex eskin,university of chicago,3155,31,1993,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1301,FALSE
931,jeffrey stuart,pacific lutheran university,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
932,paul melvin,bryn mawr college,,,1977,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
933,vladimir dotsenko,university of strasbourg,550,14,2007,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
934,susan friedlander,university of southern california,2036,27,,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,706,FALSE
935,victor turchin,kansas state university,650,16,2002,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,245,FALSE
936,elizabeth wilmer,oberlin college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
937,niels grä_ä__nbech jensen,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,9,FALSE
938,ekaterina amerik,universite paris sud,,,,B Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
939,michael entov,technion israel institute of technology,,,,B and C,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
940,jenya soprunova,kent state university,146,5,2002,B Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
941,james kierstead,victoria university of wellington,33,3,,B Only,man,highered,international,moreri,new zealand,ntt,lesssecure,other,other ,FALSE,,FALSE
942,misha feigin,university of glasgow,591,12,2003,B Only,man,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,FALSE,,FALSE
943,ingrid irmer,southern university of science and technology,,,,B Only,woman,highered,international,moreri,china,assistant,lesssecure,math,mathstat,FALSE,,FALSE
944,david gä__rä__ay morris,williams college,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
945,ezra getzler,northwestern university,7556,33,1986,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2214,FALSE
946,martin frankland,university of regina,49,4,2010,B Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,FALSE,,FALSE
947,heide gluesing luerssen,university of kentucky,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,263,FALSE
948,kenneth price,university of wisconsin oshkosh,,,1997,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
949,claus ernst,western kentucky university,,,1988,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
950,julie tannenbaum,pomona college,,,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
951,jennifer beineke,western new england university,,,1997,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
952,albert schwarz,university of california davis,14099,47,1960,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1381,FALSE
953,michael levitin,university of reading,1085,15,1989,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
954,vladimir zbarsky,,,,,B Only,man,,,,,,,,,FALSE,,FALSE
955,ivan cheltsov,university of edinburgh,1667,21,2000,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
956,ina mette,american mathematical society,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
957,michael cwikel,technion israel institute of technology,,,1974,B Only,man,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
958,jared wunsch,northwestern university,923,17,1998,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,449,FALSE
959,michael s waterman,university of southern california,,,1969,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,606,FALSE
960,ramin naimi,occidental college,361,11,1992,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
961,rafael de la llave,georgia institute of technology,5211,39,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,2250,FALSE
962,patrick fitzsimmons,university of california san diego,,,1981,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,828,FALSE
963,viktor ginzburg,university of california santa cruz,,,1990,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,979,FALSE
964,joachim rosenthal,university of zurich,3509,32,,B Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
965,lenny fukshansky,claremont mckenna college,405,12,2004,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
966,benny sudakov,eth zurich,6329,42,,B Only,man,highered,international,moreri,switzerland,professor,moresecure,math,mathstat,TRUE,,FALSE
967,joseph lipman,purdue university,4038,30,1965,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1527,FALSE
968,anton mellit,university of vienna,417,12,2008,B Only,man,highered,international,moreri,austria,assistant,lesssecure,math,mathstat,FALSE,,FALSE
969,roxana smarandache,university of notre dame,1477,17,2001,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,235,FALSE
970,raphael rouquier,university of california los angeles,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1476,FALSE
971,brendon rhoades,university of california san diego,549,13,2008,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
972,kyle larson,university of georgia,28,3,2015,B Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
973,alexey cheskidov,university of illinois at chicago,1197,17,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,568,FALSE
974,natasa pavlovic,university of texas at austin,,,2002,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,788,FALSE
975,malcolm sherman,university at albany,,,1964,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
976,yuri zarhin,pennsylvania state university,2157,24,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,866,FALSE
977,sorin popa,university of california los angeles,,,1983,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3197,FALSE
978,tatiana bandman,barilan university,,,1982,B Only,woman,highered,international,moreri,israel,retired,moresecure,math,mathstat,FALSE,,FALSE
979,anthony licata,australian national university,682,15,2007,B Only,man,highered,international,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
980,sergey i sobolev,,,,1977,B Only,man,highered,international,moreri,,,,,,FALSE,,FALSE
981,yi ni,california institute of technology,,,2007,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,375,FALSE
982,anton dzhamay,university of northern colorado,56,5,2000,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
983,vladimir hinich,university of haifa,1363,17,1993,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
984,eugene z xia,national cheng kung university,,,1997,B Only,man,highered,international,moreri,taiwan,professor,moresecure,math,mathstat,FALSE,,FALSE
985,dmitry novikov,weizmann institute of science,1262,19,1998,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
986,stas filshtinskiy,,,,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
987,pavel guerzhoy,university of hawaii at manoa,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,153,FALSE
988,volodya rubtsov,universite d'angers,,,,B Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
989,elena yudovina,ch robinson,,,2012,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
990,juan migliore,university of notre dame,,,1983,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1280,FALSE
991,evgenia fukshansky,farmers insurance,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
992,helen wong,claremont mckenna college,,,2007,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
993,mimi dai,university of illinois at chicago,330,11,2012,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
994,leonid makar limanov,wayne state university,,,1970,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,708,FALSE
995,misha vishik,university of texas at austin,1766,20,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,604,FALSE
996,tatiana shubin,san jose state university,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
997,david b rush,university of california riverside,,,2017,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,18,FALSE
998,thomas koberda,university of virginia,,,2012,B and C,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
999,larry goldstein,university of southern california,3799,26,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,866,FALSE
1000,jason rosenhouse,james madison university,,,2000,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1001,max lieblich,university of washington,1018,15,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,320,FALSE
1002,david e evans,cardiff university,3965,32,1969,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
1003,nigel boston,university of wisconsin,,,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,352,FALSE
1004,joseph a biello,university of california davis,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,104,FALSE
1005,alexei novikov,pennsylvania state university,580,15,1999,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,227,FALSE
1006,peter scott,university of michigan,2663,29,,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1842,FALSE
1007,kevin o'bryant,city university of new york,492,11,1997,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,138,FALSE
1008,keenan kidwell,university of texas at austin,,,2014,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1009,lorenzo sadun,university of texas at austin,2776,31,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,633,FALSE
1010,kui ren,columbia university,1370,19,2006,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,365,FALSE
1011,gordan zitkovic,university of texas at austin,785,16,2003,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,248,FALSE
1012,william beckner,university of texas at austin,2758,17,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1091,FALSE
1013,hugo rossi,university of utah,,,1960,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1054,FALSE
1014,lewis bowen,university of texas at austin,1116,18,2002,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,467,FALSE
1015,jeffrey danciger,university of texas at austin,,,2011,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1016,milica cudina,university of texas at austin,,,2007,B Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
1017,francesco maggi,university of texas at austin,2321,24,2004,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1098,FALSE
1018,saeed ghahramani,western new england university,,,1983,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1019,michael temkin,hebrew university of jerusalem,,,2006,B Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
1020,houshang h sohrab,towson university,,,1980,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1021,cheri shakiban,university of st thomas,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1022,erica billingsley,western kentucky university,,,,B Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1023,parviz khalili,christopher newport university,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,FALSE,,FALSE
1024,mikhail khenner,western kentucky university,,,1998,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
